Stop thinking about your math test and BREATHE,,,
Celebrating success is such an underappreciated part of self-improvement. You gotta take time to pat yourself on the back! #SOSChat,,,
"A6: Focus on all youve accomplished by starting your week with a positive affirmation ritual. Every Monday morning, highlight a positive thought or goal for the week and turn it into your weekly mantra. Try this practice to start: #SOSChat",,,
This is a great way to get to the core of what matters most in everyone's mental wellness journey. #SOSChat,,,
Love the tips and the emoji bullet-points! #SOSChat,,,
Love this approach to goal-setting! #SOSChat,,,
Exactly! It's not a good mental wellness goal if it stresses you out. #SOSChat,,,
We published an article about the benefits of the SMART approach to mental wellness goals! #SOSChat,,,
"A5: Get into the habit of writing a gratitude list. Meditating on what youre grateful for can help to train your mind to focus on the positive, which is something we all could benefit from doing more in the New Year. #SOSChat",,,
"Weekly goals help make wellness feel achievable but also flexible. If you don't meet a goal, you can always refresh your intentions and try again the next week. It beats waiting another year! #SOSChat",,,
Love this list! #SOSChat,,,
Journaling is a great way to check in with yourself and your goals! #SOSChat,,,
It really helps to return to and reevaluate your motivations and goals. One resolution a year can both be too limiting and too ambitious! #SOSChat,,,
"A4: Set smaller, more achievable weekly mental wellness goals for yourself and take a moment every #DeStressMonday to celebrate success or refresh your goals for the upcoming week. Think of every week as a mini New Year! #SOSChat",,,
These are all great ideas for refreshing your mind and outlook! #SOSChat,,,
Learning to embrace mistakes and always being willing to grow is such an undervalued quality. #SOSChat,,,
Yes! Being busy isn't the same as being productive. And being productive isn't the key to happiness. #SOSChat,,,
Being able to focus on what's in your power to change and not fixating on those things outside your control is a very crucial skill when it comes to mental wellness. #SOSChat,,,
A3: Were often our biggest roadblock to mental wellness. The best way to overcome negative attitudes is to cultivate self-compassion. Be as kind and understanding to yourself as you would a dear friend. Youre worth it! #SOSChat,,,
It's really amazing what a difference taking a minute to clear your head and just breathe can make. #SOSChat,,,
Here's to being the year we all find healthier things to than doomscroll. #SOSChat,,,
Great resolution for ! Opening up about struggles can be a powerful and healing experience. And you never know who else is sharing those struggles. #SOSChat,,,
Mindfulness practice is so important to so many aspects of mental wellness. #SOSChat,,,
A2: This year we want to make more time for meditation. Meditation is particularly valuable in stressful and uncertain times and its benefits grow with regular practice. A good place to start is with one-minute mediations: #SOSChat,,,
Amen!,,,
Same! I have a feeling spending time offline will be a theme this year. #SOSChat,,,
Absolutely! Taking time to work on mental wellness is just as important as taking time to exercise. #SOSChat,,,
Great ideas! Self-care is a crucial part of mental health. And spending more time offline is something we could all probably benefit from. #SOSChat,,,
Love it! #SOSChat,,,
"A1: was a disruptive year, so our mental health resolution for is to return to a mental wellness routine by taking time every day for a relaxing activity that takes us away from screens like reading or mindful walking. #SOSChat",,,
"Hi everyone! Were #DeStressMonday, a stress management and mental wellness initiative of the Campaigns, tweeting at you today from an apartment in Brooklyn. #SOSChat",,,
The #SOSChat is starting! We can't wait for the discussion to begin. Join us and in discussing our Mental Health Resolutions for .,,,
We'll be discussing our mental wellness plans for the New Year today at PM EST as we co-host 's #SOSChat! We hope to see you there!,,,
"We're thrilled to be joining our friends at once again for their Mental Health Resolutions #SOSChat! Join us this Wednesday, January at PM ET for a Twitter chat about how we're managing stress and working towards wellness in the New Year. #DeStressMonday",,,
With a new year comes an opportunity adopt a new mindset. Don't you wish you had that chance more than once a year? Why not refresh your mindset every week? Find out how the #DeStressMonday Refresh could be your secret weapon for wellness in :,,,
"This #DeStressMonday, write your own gratitude list that focuses on the people who make your life special to trigger feelings of love and thankfulness which will resonate with you throughout the week. Here's how you can make a habit of gratitude:",,,
Thanks for the shout-out! We're acutely aware of the struggles teachers and school admin have been going through this year and we're so happy to see so many schools turning to our resources for help with stress reduction.,,,
We're saying farewell to by looking back at the #DeStressMonday practices that connected the most with you throughout this uncertain and stressful year. Check out our roundup and get ready for with a renewed commitment to staying stress-free:,,,
Cold weather got you down? Give yourself a #DeStressMonday boost with this controlled breathing exercise:,,,
Feeling those Monday blues? Head outside! A new study shows a regular dose of nature can provide a big mental health boost. How's that for a #GoodNewsMonday pick-me-up? Read more at :,,,
"Many of us won't be able to spend this season with our loved ones, but that doesnt mean we cant spread love and kindness to our family, friends, and anyone else who needs it. Here's how you can stay connected with acts of kindness this #DeStressMonday:",,,
"This #GoodNewsMonday, we're grateful to the workplaces committing to help employees manage anxiety and stress in these uncertain times. Read 's report at:",,,
Lack of sleep can lead to burnout and can trigger or exacerbate a number of physical and mental health issues. Use a nighttime sleep ritual this #DeStressMonday to wake up energized and refreshed.,,,
#GoodNewsMonday for everyone who already has all their holiday decorations up: Psychologists say holiday decorating is a great way to relieve pandemic stress! Find out more at :,,,
Thanks for sharing!,,,
"Radiate kindness this #DeStressMonday. When you practice kindness towards others it helps them, and surprisingly, it will help you too.",,,
#GoodNewsMonday for all you mindfulness practitioners: New research shows mindfulness-based interventions could be key to helping people break bad habits! Find out more at :,,,
Hand washing is a perfect time to practice a little #DeStressMonday mindful meditation! Try this simple technique to wash your stress away today:,,,
Happy #GoodNewsMonday to all you dog owners out there! recently shared a series of studies showing owning a dog can have major mental and physical health benefits. Check out the story and give your pooch a scratch behind the ears for us:,,,
Make Monday the most positive day of the week with the help of our Happy New Week cards! Download the full set and share them with someone who could use a smile for #DeStressMonday tomorrow:,,,
"For #AmericanDiabetesMonth, we've worked with experts to gather our best #DeStressMonday practices that could help manage or prevent type diabetes as part of a comprehensive program. See the full package at: #DontLetDietBeatUs #ADM2020",,,
"Happy #GoodNewsMonday! A new study has found that the best way for teens (and all of us, let's be honest) to improve their mental health is to get off their phones and to engage with some extracurricular activities. Read the story at :",,,
Thanks for the shout-out! Mindful Monday is a great way to get people into the habit of mindfulness. Check out our -week Mindful Monday program for fun graphics and ideas:,,,
"If you're feeling overwhelmed with anxiety, take a few mindful minutes to ground yourself with this -4-3-2-1 coping technique: #DeStressMonday",,,
Stress and anxiety overwhelming you? Take a pause! A short walk or a mindful breathing break can work wonders to help restore your #DeStressMonday calm:,,,
#GoodNewsMonday Alert! Your #DeStressMonday meditation could be helping more than your brain. Find out more :,,,
"Start your #DeStressMonday tomorrow with a relaxing meditation. We've got expert-guided audio meditations covering a wide range of proven stress-reduction techniques, such as deep breathing, mindfulness and positive imaging, available free at",,,
Don't get spooked by stress! Try these simple stress-busting tactics to #DeStressMonday:,,,
Here's to all the teachers and students out there making the most of a difficult situation. Stay strong and take some time to #DeStressMonday!,,,
